,ID,h,j,v,z,label
4362,GDS_ers2_16053,5336.61580777,5388.80716854,933.056245931,1582.5765293,disk
4363,GDS_ers2_16054,4080.85970292,2720.29696643,400.162523784,554.275718662,spheroid
4364,GDS_ers2_16056,8093.31089276,8825.87328699,1581.5206149,2995.96347582,spheroid
4365,GDS_ers2_16057,577.065685916,599.044489496,205.757350834,251.044409598,spheroid
4366,GDS_ers2_16063,1593.72568054,1155.70687375,310.645881805,313.056776014,spheroid
4367,GDS_ers2_16065,4506.65243323,5538.09693874,2837.90044782,1743.37481084,irregular
4369,GDS_ers2_16071,449.130899468,507.130333785,364.324298792,208.158005394,spheroid
4370,GDS_ers2_16075,697.510304525,839.557573446,341.84686906,336.449370926,spheroid
4371,GDS_ers2_16078,412.408437564,449.801180404,140.583521859,123.321612277,disk
4373,GDS_ers2_16082,2588.03679431,2675.59334242,861.14934835,977.979577427,spheroid
4374,GDS_ers2_16086,698.958115442,728.671461745,485.299195432,490.579247847,irregular
4375,GDS_ers2_16087,1251.75803686,1491.0358949,1202.35923676,784.31885137,disk
4377,GDS_ers2_16091,263.245718166,197.609040196,85.9019286541,95.3976305338,pointsource
4378,GDS_ers2_16092,10573.3090584,10683.9336145,1330.65850669,2972.18972202,spheroid
4379,GDS_ers2_16097,1186.36168377,1290.90678576,675.021800176,635.903192466,disk
4380,GDS_ers2_16099,786.354861964,842.657706253,214.930559402,304.382805383,disk
4381,GDS_ers2_16100,2761.81905402,2784.88689387,788.18297006,939.710268706,disk
4382,GDS_ers2_16101,4265.51251912,4406.98376612,1683.29020244,1766.46443027,irregular
4383,GDS_ers2_16103,2253.41587712,2693.28279708,1376.15624649,1300.21725782,spheroid
4384,GDS_ers2_16105,1841.22193457,2095.87452085,955.930610295,911.764639679,spheroid
4385,GDS_ers2_16109,421.285650845,559.218390959,306.883170797,309.099962085,spheroid
4386,GDS_ers2_16116,151.845828079,184.236116443,nan,nan,unknown
4387,GDS_ers2_16121,3142.88713363,2815.91974491,479.635089855,1090.82974373,disk
4388,GDS_ers2_16123,3036.7304275,3354.29644094,1142.46839541,1374.89000812,spheroid
4389,GDS_ers2_16124,9301.46105835,9178.75202448,653.097970641,1618.44285887,spheroid
4390,GDS_ers2_16127,361.406326512,389.057883703,nan,nan,pointsource
4391,GDS_ers2_16128,16857.6945632,19266.9298879,5885.48917356,6117.81739621,disk
4392,GDS_ers2_16129,463.334391449,415.327323518,282.005410193,147.813035621,spheroid
4393,GDS_ers2_16132,468.308130985,522.476796477,994.052399784,292.884617916,disk
4394,GDS_ers2_16133,3753.26216444,3008.04982928,596.558128312,665.086059338,disk
4395,GDS_ers2_16135,5560.49070897,5514.17550934,2556.85303805,2419.99815361,disk
4396,GDS_ers2_16138,1239.12426402,1432.93232468,710.025370888,735.150331485,disk
4397,GDS_ers2_16139,326.502359311,419.418564743,173.325481047,201.28020303,spheroid
4398,GDS_ers2_16141,854.882181235,686.671197531,110.850119117,16.5367548639,disk
4399,GDS_ers2_16152,548.52046387,601.967074154,253.122884939,256.742239366,disk
4400,GDS_ers2_16154,727.831061212,611.826316095,62.4298913826,180.635000574,pointsource
4401,GDS_ers2_16155,46916.244834,47947.9955854,25450.3845687,20446.1609728,disk
4402,GDS_ers2_16156,2004.47777198,1581.80090382,nan,nan,spheroid
4404,GDS_ers2_16159,431.7096261,473.580811936,263.375143095,213.218444687,disk
4405,GDS_ers2_16160,457.806439441,551.890513113,nan,nan,disk
4406,GDS_ers2_16161,4531.83883148,5182.37533219,3570.00464587,2524.01675818,disk
4407,GDS_ers2_16162,4036.09305915,3996.22871812,431.937472911,1033.05329558,spheroid
4408,GDS_ers2_16163,650.845129584,648.988555041,nan,nan,disk
4409,GDS_ers2_16164,9368.6893074,10891.6244943,3365.24456069,3875.14739882,disk
4410,GDS_ers2_16165,537.27018544,486.38822209,312.418290803,201.945272794,disk
4411,GDS_ers2_16169,1060.45369278,1099.05622771,457.292044943,566.048196218,pointsource
4412,GDS_ers2_16171,1850.27677508,2066.87190612,766.253868444,928.368560572,disk
4413,GDS_ers2_16173,5746.97898851,6148.13064818,1659.32915696,2288.81522149,spheroid
4414,GDS_ers2_16177,1158.535095,954.010793726,334.35993911,262.072239538,spheroid
4415,GDS_ers2_16184,1442.18779546,1099.20618469,519.494684201,347.748343645,disk
4417,GDS_ers2_16186,715.473789921,629.901342696,113.116013674,176.482261753,disk
4418,GDS_ers2_16188,972.821037634,1164.6601428,531.665660631,491.503842179,irregular
4419,GDS_ers2_16191,736.886705246,772.438823121,142.093325772,156.217355383,pointsource
4420,GDS_ers2_16193,2244.41143766,2314.60948017,441.051190349,505.080569157,spheroid
4421,GDS_ers2_16194,296.22825925,261.495542694,195.665340789,127.640030856,spheroid
4422,GDS_ers2_16198,45733.7180081,48458.0986258,15702.5447433,18793.1050418,pointsource
4423,GDS_ers2_16203,10810.6150159,11215.7858811,3649.81780674,3690.89538089,disk
4424,GDS_ers2_16204,5673.91830276,5192.66016632,1621.49997002,2005.36390229,irregular
4425,GDS_ers2_16208,530.383616937,622.843518969,661.502913459,387.425603661,disk
4426,GDS_ers2_16209,1235.86435998,1079.34863918,858.558905316,438.101379031,spheroid
4427,GDS_ers2_16212,811.147245718,551.704842829,349.390457883,241.080273796,pointsource
4428,GDS_ers2_16214,1423.0630637,1055.23486598,251.192857617,374.183145219,disk
4429,GDS_ers2_16215,14852.8033043,15014.8530713,1733.95543398,4390.73505902,spheroid
4430,GDS_ers2_16216,12787.9626618,16826.5634223,2057.95485165,4978.95851052,pointsource
4431,GDS_ers2_16217,4167.93539311,5302.90305709,2746.02710646,2415.15699907,disk
4432,GDS_ers2_16219,1491.24491366,1231.66646859,746.105999532,492.214965236,irregular
4433,GDS_ers2_16221,1970.21278734,1982.61909505,1066.38876019,919.860693929,spheroid
4434,GDS_ers2_16222,1566.77377212,1498.2831431,610.940377673,490.639630186,disk
4435,GDS_ers2_16224,386.737798772,297.112944582,253.152506541,192.493583997,disk
4436,GDS_ers2_16227,412.400742253,307.193414557,268.240324133,180.135510835,irregular
4437,GDS_ers2_16228,4090.13703132,3575.58878115,434.889836364,1117.23145021,disk
4438,GDS_ers2_16230,16764.5335453,12967.8365738,1780.86756709,3822.05233152,disk
4439,GDS_ers2_16235,665.821762702,829.253591959,482.068374554,412.159542537,disk
4440,GDS_ers2_16237,587.900916924,725.96370944,551.170111607,418.946281419,irregular
4441,GDS_ers2_16239,600.604812225,774.60770936,377.912935277,256.23276811,disk
4442,GDS_ers2_16240,1077.8355449,829.412753597,nan,nan,spheroid
4443,GDS_ers2_16245,315.908878414,325.944429434,358.996499828,248.001870805,irregular
4444,GDS_ers2_16254,20653.3575977,19618.8204316,2557.09354097,4823.33322914,disk
4445,GDS_ers2_16256,644.562924313,582.96757368,nan,nan,unknown
4446,GDS_ers2_16258,413.107189329,519.377010155,254.754685694,277.348788449,disk
4448,GDS_ers2_16265,448.394025006,569.444756877,274.79572289,320.123172772,disk
4449,GDS_ers2_16266,1874.43412249,1959.27361522,403.160619202,503.287235705,spheroid
4451,GDS_ers2_16274,17517.8037614,20702.3594889,6769.53009047,7557.57269948,pointsource
4452,GDS_ers2_16275,4202.52158224,4040.89096636,1409.63504595,1273.53944526,spheroid
4453,GDS_ers2_16278,529.543938407,434.062629122,126.599410877,125.934392985,spheroid
4454,GDS_ers2_16281,792.044718688,953.038124293,832.82489019,518.280224618,spheroid
4455,GDS_ers2_16283,53313.2396456,61679.6921409,68928.0069636,38863.2239731,pointsource
4456,GDS_ers2_16284,1097.82857929,785.168721882,269.502382599,250.072836092,disk
4457,GDS_ers2_16286,340.510959876,383.482165251,nan,nan,disk
4458,GDS_ers2_16288,790.367491485,815.45917666,289.614525372,233.004766974,disk
4459,GDS_ers2_16289,933.575360421,1059.17534184,538.465019074,502.775739059,disk
4460,GDS_ers2_16293,1041.17337128,1095.99937242,656.545970627,566.426002,disk
4461,GDS_ers2_16296,873.519157562,1023.24159658,nan,nan,disk
4462,GDS_ers2_16297,105373.589055,149061.588482,77969.5974643,84573.4043825,pointsource
4463,GDS_ers2_16301,1156.74576308,968.424228156,167.188220708,218.724142498,spheroid
4464,GDS_ers2_16302,18171.9189775,17704.927211,3779.95099052,6015.63610459,spheroid
4466,GDS_ers2_16304,3592.18320058,3578.57043426,nan,nan,spheroid
4467,GDS_ers2_16305,435.369213667,431.603241801,263.959665033,172.919853413,disk
4468,GDS_ers2_16307,948.219127361,1026.16970746,212.569699328,334.93314049,disk
4469,GDS_ers2_16308,9348.09609546,9314.91977426,2433.87957146,3455.51039473,disk
4470,GDS_ers2_16310,193.348069092,222.847196171,nan,nan,unknown
4471,GDS_ers2_16312,427.137720561,459.301325191,263.139217873,248.995564606,disk
4472,GDS_ers2_16313,1255.2188958,1459.69019116,1127.53869971,640.835876566,spheroid
4473,GDS_ers2_16317,470.646676721,616.191934859,325.643390155,305.795578924,disk
4474,GDS_ers2_16318,673.168533464,608.013194935,182.176031638,168.821992478,disk
4475,GDS_ers2_16320,537.536668015,701.125226552,539.44352477,358.656197295,irregular
4476,GDS_ers2_16321,511.994876352,608.201101733,314.620103209,288.471803235,spheroid
4477,GDS_ers2_16326,1159.10467459,846.09325411,91.3129358033,313.987726845,spheroid
4478,GDS_ers2_16330,807.319391769,845.058841249,208.05932363,330.627935455,spheroid
4479,GDS_ers2_16332,2560.44099345,2970.05254176,2370.73715397,1498.03021535,disk
4480,GDS_ers2_16333,311.691434852,239.767625137,166.142652202,117.882857712,disk
4481,GDS_ers2_16334,2114.6374942,2476.68882673,985.04184286,833.57820203,disk
4482,GDS_ers2_16336,18123.3131051,17532.0284844,5108.42421479,7469.2900759,spheroid
4483,GDS_ers2_16340,137.309230235,161.114411133,nan,nan,spheroid
4484,GDS_ers2_16344,349.733098654,434.778505799,600.337701845,209.381563319,disk
4485,GDS_ers2_16348,537.718209942,525.029631191,194.873683066,236.174202661,pointsource
4486,GDS_ers2_16349,541.009327697,517.610298085,245.453966158,228.033896605,disk
4487,GDS_ers2_16351,498.359627758,589.731837657,nan,nan,spheroid
4488,GDS_ers2_16360,985.772307002,973.652793052,502.466887159,462.908344114,pointsource
4489,GDS_ers2_16361,443.691252025,325.064618452,227.368168053,185.687188296,irregular
4490,GDS_ers2_16363,5186.46020683,5664.62144351,1361.86508021,1949.25208383,disk
4491,GDS_ers2_16364,648.531132616,716.557310752,404.996809754,271.031016004,disk
4492,GDS_ers2_16368,757.742228068,1003.16650439,314.181092837,238.577274262,spheroid
4493,GDS_ers2_16369,79871.6944611,110297.976862,26160.5848202,35700.6193696,pointsource
4494,GDS_ers2_16373,391.38948007,435.416343142,259.88590912,252.579644514,disk
4495,GDS_ers2_16374,2563.30891853,2835.26237947,1274.70644461,1220.03174133,disk
4496,GDS_ers2_16375,816.452892986,871.415788112,452.099061004,474.663264031,disk
4497,GDS_ers2_16378,3083.00309487,3386.58516885,1674.15624268,1541.34742632,disk
4498,GDS_ers2_16381,545.436339151,564.166454893,263.524768992,212.70496831,disk
4499,GDS_ers2_16387,209.933406054,293.496193353,141.722567957,161.205087184,disk
4500,GDS_ers2_16389,3382.85551858,3371.29385405,1206.50364977,1186.88167489,spheroid
4502,GDS_ers2_16398,369.8321943,495.665815466,nan,nan,disk
4503,GDS_ers2_16400,643.955814246,629.651631706,474.628932277,277.14286665,disk
4504,GDS_ers2_16401,1982.04179042,1600.41614836,99.8568855103,296.278805392,spheroid
4505,GDS_ers2_16405,1563.07792275,1632.02763383,529.897078664,607.504199898,disk
4506,GDS_ers2_16406,1313.08991346,1609.97757409,568.006263568,424.83802752,disk
4507,GDS_ers2_16407,2615.07242948,2597.48822077,771.432235922,842.48782141,disk
4508,GDS_ers2_16409,221.318715726,263.229953097,206.969777438,217.718375168,disk
4509,GDS_ers2_16411,1583.17403191,1320.69554798,236.353375842,432.736105017,spheroid
4510,GDS_ers2_16413,179.353111474,211.995061319,300.746654211,270.16444312,disk
4511,GDS_ers2_16414,1873.39553052,2222.52931158,741.119050823,782.596626758,disk
4512,GDS_ers2_16416,195.162845085,188.953372774,380.870475966,232.989469814,disk
4513,GDS_ers2_16420,12046.1823418,11625.5411694,1608.28212284,4221.88562843,spheroid
4514,GDS_ers2_16425,1894.89997419,1753.13402884,277.853195727,625.565844246,disk
4515,GDS_ers2_16427,1808.89334694,1662.10454265,267.975620747,570.792076731,disk
4516,GDS_ers2_16428,352.417157472,296.732529046,151.644796997,113.20452131,disk
4517,GDS_ers2_16430,919.359779088,974.632663903,nan,nan,spheroid
4518,GDS_ers2_16432,396.353800511,551.38241715,109.734366776,6.07500102295,irregular
4519,GDS_ers2_16433,5299.90247192,4416.22746224,591.280558962,1132.52325914,disk
4521,GDS_ers2_16438,2079.41619147,1894.25570263,233.310778516,380.085629286,spheroid
4522,GDS_ers2_16440,745.433243173,411.70322691,229.044017333,332.80829256,disk
4524,GDS_ers2_16444,748.225939684,959.331300423,nan,nan,disk
4525,GDS_ers2_16445,815.833161272,934.654155869,709.956693704,406.793303306,irregular
4526,GDS_ers2_16450,290.765809502,367.221577184,nan,nan,disk
4527,GDS_ers2_16452,1032.42692279,1043.1408531,368.737486993,388.948602487,disk
4528,GDS_ers2_16453,1842.27276518,1961.55232634,375.046076637,710.194975178,disk
4529,GDS_ers2_16455,1087.16614521,1189.00214918,471.017253696,403.118020416,irregular
4530,GDS_ers2_16456,1446.72502315,1210.91036897,780.876294901,479.099459137,irregular
4531,GDS_ers2_16457,994.907733837,1183.16463807,937.945907419,838.293432872,disk
4532,GDS_ers2_16462,7184.31999667,6659.42181068,433.950122916,1341.85084474,spheroid
4533,GDS_ers2_16464,398.017546288,332.181263261,230.944797068,167.565286471,disk
4534,GDS_ers2_16466,663.936884292,514.45064582,365.450519931,229.482324559,disk
4535,GDS_ers2_16470,606.36580546,721.727035297,462.659600932,575.978915026,disk
4536,GDS_ers2_16475,496.509734098,431.157628902,314.744140116,165.807723407,spheroid
4537,GDS_ers2_16482,2389.07367545,2276.80873981,651.308114635,810.088385542,disk
4538,GDS_ers2_16486,391.151431055,198.964407303,37.5135678775,139.479041791,disk
4539,GDS_ers2_16487,821.069643548,935.503806472,442.003154503,513.213986419,disk
4540,GDS_ers2_16494,789.678151345,625.732609939,399.589243869,277.890185629,disk
4542,GDS_ers2_16496,899.604240665,1145.88755735,nan,nan,disk
4543,GDS_ers2_16498,238.900496906,275.437628736,nan,nan,disk
4544,GDS_ers2_16502,2421.8403857,2376.57002788,626.944047975,683.492036899,irregular
4545,GDS_ers2_16505,28110.1301046,25310.4201552,3983.73708033,9091.96462933,spheroid
4546,GDS_ers2_16511,866.632416798,1002.28388726,549.033853864,539.910511637,disk
4547,GDS_ers2_16512,312.202725575,201.041582122,117.062446513,179.253830646,unknown
4548,GDS_ers2_16513,786.687594834,682.760819818,323.378977984,267.379847067,disk
4549,GDS_ers2_16517,1111.04004339,1232.57154201,1128.25092252,667.594245048,spheroid
4550,GDS_ers2_16520,6044.37215506,6064.94299166,853.985884656,1653.25705417,disk
4551,GDS_ers2_16521,648.229097493,708.278493283,156.577012594,163.756306773,spheroid
4552,GDS_ers2_16522,3807.32075676,3092.69485648,1143.02502179,2654.17400817,spheroid
4553,GDS_ers2_16528,398.473913734,484.633420125,256.233579994,255.472133356,spheroid
4554,GDS_ers2_16530,551.386408211,245.095026372,107.791293543,151.004148243,irregular
4555,GDS_ers2_16531,717.395967559,641.119446034,248.152773437,220.365058384,disk
4556,GDS_ers2_16532,516.825430748,726.207525315,299.20780057,250.23914076,disk
4558,GDS_ers2_16543,3668.15495248,3580.17243708,1109.85468037,1519.17115918,disk
4559,GDS_ers2_16546,3362.99242729,3111.97181354,510.946580313,1015.23505579,disk
4560,GDS_ers2_16547,787.636394011,963.340637937,344.893737354,328.86640562,irregular
4561,GDS_ers2_16554,1032.7845891,996.876384354,286.753243388,380.133809498,disk
4562,GDS_ers2_16557,477.194537928,523.013495693,359.928487846,167.219521065,spheroid
4563,GDS_ers2_16559,1993.98667047,1746.15035811,991.714907946,671.195980231,irregular
4564,GDS_ers2_16561,8307.83973266,7439.22689969,1337.89053978,2874.50973302,spheroid
4565,GDS_ers2_16564,733.811485218,487.73947788,391.691519916,272.402033658,disk
4566,GDS_ers2_16566,1795.06793496,1786.89033959,525.837786442,466.20576466,irregular
4567,GDS_ers2_16568,1618.41114309,1576.90270327,547.392541759,433.034673219,disk
4568,GDS_ers2_16570,1339.48510602,988.376826531,134.686996142,170.922606739,disk
4569,GDS_ers2_16571,81.8080335148,92.8541923284,nan,nan,disk
4570,GDS_ers2_16572,689.11829873,598.651976113,430.942638126,217.208090979,disk
4571,GDS_ers2_16580,272.431699534,332.462758657,497.676229832,215.18534137,disk
4573,GDS_ers2_16582,623.434652606,612.450866108,415.880317963,326.067623217,irregular
4574,GDS_ers2_16584,22247.7630392,21593.2174421,2454.92895555,6621.10273673,disk
4575,GDS_ers2_16585,673.824234042,509.131472216,268.881798717,243.945019037,disk
4576,GDS_ers2_16586,657.926857344,689.539706482,345.243954805,342.317782072,disk
4579,GDS_ers2_16595,640.244147521,306.046159794,76.087120919,96.401777719,spheroid
4580,GDS_ers2_16596,1013.12026971,997.07319665,385.831825012,455.73725811,disk
4581,GDS_ers2_16599,8173.96995564,7689.35757676,nan,nan,disk
4582,GDS_ers2_16603,1606.94448649,1607.79712936,372.362419558,658.862782269,spheroid
4583,GDS_ers2_16604,607.587635885,604.053910496,368.718705598,242.247547146,disk
4585,GDS_ers2_16609,541.378053981,630.204158432,nan,nan,disk
4586,GDS_ers2_16610,578.516115984,653.46039289,275.347195951,281.982097313,spheroid
4587,GDS_ers2_16611,1519.93497845,1110.86366899,444.031164626,413.389977875,disk
4588,GDS_ers2_16614,1546.22613953,1676.63757715,1533.08764253,827.284445217,irregular
4590,GDS_ers2_16618,803.154728076,817.693738764,nan,nan,disk
4591,GDS_ers2_16619,5543.78648197,6023.36794897,2269.80349755,2365.68004654,disk
4592,GDS_ers2_16623,514.609951341,538.552059147,324.535098485,311.226265691,disk
4593,GDS_ers2_16625,1270.5181914,1485.42590425,803.314721873,816.602113956,disk
4595,GDS_ers2_16629,478.268485031,863.473746584,587.272820647,299.19417489,irregular
4596,GDS_ers2_16639,1586.98080518,1506.59570408,nan,nan,disk
4597,GDS_ers2_16640,958.274143334,815.373525665,583.932961663,291.849057281,irregular
4598,GDS_ers2_16641,751.934401664,868.276772771,403.175773821,415.031182722,disk
4599,GDS_ers2_16642,4539.8698161,4232.590918,719.278725917,1498.14202503,disk
4600,GDS_ers2_16646,137.859192496,131.528690044,251.692581838,154.684998254,disk
4602,GDS_ers2_16651,682.098334142,709.589415313,350.708217701,315.537400705,disk
4603,GDS_ers2_16653,401.804356507,461.149162533,125.617659436,262.2984544,spheroid
4604,GDS_ers2_16655,1135.76269639,1349.0280156,764.977524324,631.912295433,disk
4605,GDS_ers2_16665,280.978479817,311.629851791,nan,nan,disk
4606,GDS_ers2_16666,653.69186965,687.97582721,337.4776563,370.906043926,irregular
4607,GDS_ers2_16670,471.075907033,613.248991303,303.192738894,312.813138174,disk
4608,GDS_ers2_16671,inf,inf,inf,inf,spheroid
4609,GDS_ers2_16672,579.498348751,619.616772499,nan,nan,irregular
4611,GDS_ers2_16675,2671.0814262,2548.64355568,nan,nan,disk
4612,GDS_ers2_16676,470.637919257,535.973073316,205.28595375,273.609787734,disk
4613,GDS_ers2_16679,134.890113297,184.463584926,71.7562010099,164.202040167,spheroid
4614,GDS_ers2_16681,339.683910513,346.798546735,101.209974781,186.006283759,disk
4615,GDS_ers2_16682,664.201844723,879.830129404,396.289981768,281.668363589,spheroid
4616,GDS_ers2_16684,6835.41305207,6566.37289757,999.28319422,1981.26986232,spheroid
4617,GDS_ers2_16686,2860.40859423,3128.48852891,1242.6784325,1236.81604133,spheroid
4618,GDS_ers2_16688,668.866947455,552.966026205,nan,nan,disk
4619,GDS_ers2_16689,1000.73546452,1257.93684726,nan,nan,disk
4620,GDS_ers2_16693,118.353676807,98.3016994989,215.753589479,165.209398995,disk
4621,GDS_ers2_16695,1479.96118845,1441.64455399,888.294685301,605.826097932,irregular
4623,GDS_ers2_16702,213.573257363,155.381479779,43.5813802026,83.4197590719,disk
4624,GDS_ers2_16703,587.484228118,678.06263164,317.791901028,249.795096456,irregular
4625,GDS_ers2_16704,1571.92854044,1571.07435769,719.550599907,559.572495314,spheroid
4626,GDS_ers2_16705,481.099468511,738.181905616,298.299284948,389.503997859,spheroid
4627,GDS_ers2_16709,1141.10606903,1208.41359441,617.401177005,589.378355116,disk
4628,GDS_ers2_16713,799.579962487,870.758890633,401.705947538,430.419057081,spheroid
4629,GDS_ers2_16715,682.589091939,832.810074516,553.351404512,401.798552756,disk
4630,GDS_ers2_16716,721.031899988,669.01349409,249.610979883,287.576048929,disk
4631,GDS_ers2_16722,30789.7022329,38974.7103319,2511.00224573,10796.7772509,pointsource
4632,GDS_ers2_16723,484.045682135,418.812431445,117.283243664,199.600909179,spheroid
4633,GDS_ers2_16726,348.337088154,407.560146393,228.222582982,268.461154051,disk
4634,GDS_ers2_16728,1966.68302336,2326.36145234,785.976332855,939.407840893,irregular
4635,GDS_ers2_16729,5175.8975642,6602.36870077,1515.62706379,2369.12310036,pointsource
4637,GDS_ers2_16733,993.803573835,792.709580116,135.009146444,246.354805664,disk
4639,GDS_ers2_16737,427.832828888,472.520951317,549.138505952,356.396525174,irregular
4640,GDS_ers2_16738,20372.4869962,18692.2175963,2322.11780488,6589.19112352,disk
4641,GDS_ers2_16741,777.477973844,975.082086844,522.946030561,395.76921691,spheroid
4642,GDS_ers2_16743,392.49019655,466.87956818,191.020035256,241.019864222,disk
4643,GDS_ers2_16744,3306.72569936,3441.66786559,1237.95839301,1577.1372904,spheroid
4644,GDS_ers2_16748,2894.74170092,2565.64989007,627.127806447,805.839035438,disk
4645,GDS_ers2_16750,2980.4512368,2719.86542779,430.641278794,770.960633468,spheroid
4646,GDS_ers2_16752,11507.1282589,10449.4293573,1381.4439762,3190.02389655,disk
4647,GDS_ers2_16755,26.9836460644,42.9955457329,nan,nan,disk
4648,GDS_ers2_16756,903.633744161,1079.02218144,510.625683013,570.700267103,disk
4649,GDS_ers2_16757,1152.06899297,857.62028156,112.613428781,198.489031614,disk
4650,GDS_ers2_16760,1659.95055832,1852.37329547,862.493604026,860.331275012,disk
4652,GDS_ers2_16764,432.926979002,527.311947437,307.527217204,250.403786869,spheroid
4653,GDS_ers2_16766,536.423695634,479.179756183,318.214013133,220.851749281,spheroid
4654,GDS_ers2_16767,2480.02253328,2090.0389758,1797.75424186,858.485159326,spheroid
4655,GDS_ers2_16768,12026.2512585,10928.0958708,802.76781366,2838.06390439,spheroid
4656,GDS_ers2_16769,1086.07283922,1081.66978679,625.300785699,424.431750605,disk
4657,GDS_ers2_16770,303.457279692,328.762518721,105.316852695,132.733387763,unknown
4658,GDS_ers2_16772,402.436917331,463.252936762,211.184575947,142.998381582,disk
4659,GDS_ers2_16774,878.007882449,1080.42655318,575.537400787,542.460039761,disk
4660,GDS_ers2_16776,750.890702064,793.693777298,243.838417921,335.150990819,disk
4661,GDS_ers2_16778,1177.59487612,1379.16695694,480.957446166,583.346486007,disk
4662,GDS_ers2_16780,7431.13820834,7332.08327251,1729.61216482,2627.73821845,disk
4664,GDS_ers2_16782,447.502578139,450.015107725,37.1815403092,2.65329069625,spheroid
4665,GDS_ers2_16790,1123.09450458,1334.81167354,nan,nan,disk
4666,GDS_ers2_16791,1673.19448889,1856.95614614,517.028719852,703.474966368,disk
4667,GDS_ers2_16792,1484.31072036,1435.48416286,1026.51426396,584.138030445,spheroid
4669,GDS_ers2_16796,1435.42123436,1563.96508606,668.739029922,504.603911913,disk
4670,GDS_ers2_16798,32.3027918792,43.3703829943,39.4569119972,19.1285274904,unknown
4671,GDS_ers2_16802,1924.3483508,2146.46031578,1028.35868399,1137.75040207,irregular
4672,GDS_ers2_16803,811.697196559,845.579518057,nan,nan,disk
4674,GDS_ers2_16811,1352.02281061,990.777148486,557.638626624,359.939494006,irregular
4675,GDS_ers2_16812,356.050271819,230.308236792,200.846071294,131.634613339,disk
4676,GDS_ers2_16814,843.208904502,1090.3774059,369.818947179,290.090628466,disk
4677,GDS_ers2_16815,1067.37030408,1021.87515685,122.41297432,204.934837365,spheroid
4678,GDS_ers2_16816,580.493849063,703.496439151,354.026330281,319.01951586,irregular
4679,GDS_ers2_16821,317.067310103,210.198915253,550.630974886,242.099148536,irregular
4680,GDS_ers2_16822,233.871794426,269.430367975,nan,nan,disk
4683,GDS_ers2_16826,2622.80748238,3059.03579908,1535.44819603,1309.98334289,irregular
4684,GDS_ers2_16827,789.060007275,712.823274482,382.385173021,289.697677256,irregular
4685,GDS_ers2_16828,908.677453534,869.822111323,494.979757572,405.224051513,disk
4686,GDS_ers2_16829,98.6232581291,108.183464921,12.6071181549,194.866841594,unknown
4687,GDS_ers2_16831,558.467920678,540.172302992,353.560169803,346.084261942,irregular
4688,GDS_ers2_16833,623.385673328,751.776331573,413.375157115,551.892982024,disk
4689,GDS_ers2_16834,233.064329609,277.132057216,nan,nan,disk
4690,GDS_ers2_16837,710.839728354,802.882715823,514.763228343,573.774927122,disk
4692,GDS_ers2_16843,2424.60905457,2469.14629452,nan,nan,disk
4693,GDS_ers2_16847,1425.27307467,1636.97572867,635.286849628,590.753539274,irregular
4694,GDS_ers2_16848,936.690283779,809.592404652,696.572654218,400.440685914,disk
4695,GDS_ers2_16849,2094.3240324,2295.73668787,nan,nan,disk
4696,GDS_ers2_16853,2863.60959812,3190.87487914,1044.35860109,1536.17473239,disk
4697,GDS_ers2_16855,607.891856956,737.287146742,351.335774819,358.115835557,disk
4698,GDS_ers2_16864,359.407170854,403.737843612,124.309189089,203.477775258,disk
4699,GDS_ers2_16865,841.26586775,631.029093504,nan,nan,disk
4700,GDS_ers2_16867,1476.83989306,1860.09848071,495.581542916,568.145879966,disk
4701,GDS_ers2_16868,4144.92722278,4177.11831079,nan,nan,disk
4702,GDS_ers2_16869,35.5331467049,14.9651215091,nan,nan,unknown
4703,GDS_ers2_16870,1353.45776371,942.677073727,122.560595017,240.283601999,disk
4704,GDS_ers2_16878,845.575701359,775.765347621,474.357849512,305.653975134,disk
4706,GDS_ers2_16881,10821.9666963,9895.76107119,561.987890891,2358.46197988,disk
4707,GDS_ers2_16882,915.229923852,781.381392023,405.608432651,296.846624952,irregular
4708,GDS_ers2_16883,1487.32906691,1646.75981359,547.087415962,723.453421208,spheroid
4709,GDS_ers2_16884,932.135763199,913.867649957,258.968468097,404.770626669,disk
4710,GDS_ers2_16887,3874.70971266,3554.7887126,238.805839894,573.049072615,spheroid
4711,GDS_ers2_16889,32968.5732886,32189.5767815,9332.41929994,11577.3600772,disk
4713,GDS_ers2_16893,6002.36458761,4989.1263547,1095.38358865,1546.9910278,disk
4714,GDS_ers2_16899,1294.29580306,1637.6982822,1103.36198332,841.469767866,disk
4715,GDS_ers2_16900,12211.4470994,11354.9575119,1733.3943555,4102.3932978,spheroid
4716,GDS_ers2_16901,190.445747815,190.136907772,130.633456591,111.896377946,spheroid
4717,GDS_ers2_16902,2673.55811635,2500.73090322,nan,nan,spheroid
4718,GDS_ers2_16903,426.007754868,523.627418385,288.981108624,171.8158954,disk
4719,GDS_ers2_16904,72488.2405528,82505.9419017,79065.4956517,37959.0683704,pointsource
4721,GDS_ers2_16912,2466.67966262,2787.55653601,1516.7615664,1187.14438497,disk
4722,GDS_ers2_16914,1932.0758511,2212.21008373,1104.33312567,984.054982532,disk
4724,GDS_ers2_16916,503234.740647,502304.901246,278888.211907,152704.823013,pointsource
4725,GDS_ers2_16917,542.484370632,504.237038505,306.646663885,188.413154418,disk
