,ID,ClSph,ClDk,ClIr,ClPS,ClUn
4205,GDS_ers2_15693,0.166666666667,0.833333333333,0.0,0.0,0.0
4206,GDS_ers2_15695,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4207,GDS_ers2_15696,0.0,0.0,0.0,1.0,0.0
4208,GDS_ers2_15697,0.0,1.0,0.0,0.0,0.0
4209,GDS_ers2_15698,0.166666666667,0.833333333333,0.0,0.0,0.0
4210,GDS_ers2_15699,0.5,0.166666666667,0.0,0.333333333333,0.0
4211,GDS_ers2_15700,0.0,0.5,0.5,0.0,0.0
4212,GDS_ers2_15701,0.0,0.833333333333,0.166666666667,0.0,0.0
4213,GDS_ers2_15702,0.0,0.0,0.0,1.0,0.0
4214,GDS_ers2_15703,0.833333333333,0.166666666667,0.0,0.0,0.0
4215,GDS_ers2_15704,0.0,0.0,0.0,0.0,1.0
4216,GDS_ers2_15705,0.833333333333,0.166666666667,0.0,0.0,0.0
4217,GDS_ers2_15706,0.333333333333,0.666666666667,0.0,0.0,0.0
4218,GDS_ers2_15707,0.111111111111,0.444444444444,0.111111111111,0.0,0.333333333333
4219,GDS_ers2_15709,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
4220,GDS_ers2_15710,0.833333333333,0.0,0.0,0.166666666667,0.0
4221,GDS_ers2_15711,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4222,GDS_ers2_15713,0.166666666667,0.333333333333,0.5,0.0,0.0
4223,GDS_ers2_15714,0.5,0.0,0.0,0.5,0.0
4224,GDS_ers2_15715,0.0,0.0,0.0,1.0,0.0
4225,GDS_ers2_15717,0.277777777778,0.611111111111,0.111111111111,0.0,0.0
4226,GDS_ers2_15718,0.166666666667,0.833333333333,0.0,0.0,0.0
4227,GDS_ers2_15721,0.833333333333,0.0,0.0,0.166666666667,0.0
4228,GDS_ers2_15722,0.444444444444,0.111111111111,0.444444444444,0.0,0.0
4229,GDS_ers2_15723,0.166666666667,0.5,0.333333333333,0.0,0.0
4230,GDS_ers2_15724,0.333333333333,0.5,0.166666666667,0.0,0.0
4231,GDS_ers2_15725,0.166666666667,0.833333333333,0.0,0.0,0.0
4232,GDS_ers2_15726,0.0,0.166666666667,0.833333333333,0.0,0.0
4233,GDS_ers2_15727,0.111111111111,0.111111111111,0.444444444444,0.333333333333,0.0
4234,GDS_ers2_15728,0.166666666667,0.333333333333,0.5,0.0,0.0
4235,GDS_ers2_15730,0.0,0.0,0.0,0.0,1.0
4236,GDS_ers2_15732,0.0,0.0,0.0,1.0,0.0
4237,GDS_ers2_15734,0.333333333333,0.666666666667,0.0,0.0,0.0
4238,GDS_ers2_15736,0.166666666667,0.833333333333,0.0,0.0,0.0
4239,GDS_ers2_15740,0.5,0.166666666667,0.0,0.333333333333,0.0
4240,GDS_ers2_15741,0.166666666667,0.833333333333,0.0,0.0,0.0
4241,GDS_ers2_15742,0.166666666667,0.333333333333,0.5,0.0,0.0
4242,GDS_ers2_15747,0.833333333333,0.0,0.0,0.166666666667,0.0
4243,GDS_ers2_15750,0.0,1.0,0.0,0.0,0.0
4244,GDS_ers2_15753,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
4245,GDS_ers2_15754,0.111111111111,0.277777777778,0.611111111111,0.0,0.0
4246,GDS_ers2_15757,0.833333333333,0.0,0.0,0.166666666667,0.0
4247,GDS_ers2_15758,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
4248,GDS_ers2_15759,0.166666666667,0.833333333333,0.0,0.0,0.0
4249,GDS_ers2_15761,0.0,0.0,0.0,1.0,0.0
4250,GDS_ers2_15764,0.666666666667,0.333333333333,0.0,0.0,0.0
4251,GDS_ers2_15766,0.166666666667,0.5,0.333333333333,0.0,0.0
4252,GDS_ers2_15774,0.5,0.5,0.0,0.0,0.0
4253,GDS_ers2_15776,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4254,GDS_ers2_15777,0.166666666667,0.666666666667,0.0,0.166666666667,0.0
4255,GDS_ers2_15779,0.277777777778,0.277777777778,0.444444444444,0.0,0.0
4256,GDS_ers2_15780,0.111111111111,0.111111111111,0.777777777778,0.0,0.0
4257,GDS_ers2_15785,0.5,0.166666666667,0.0,0.333333333333,0.0
4258,GDS_ers2_15786,0.666666666667,0.0,0.0,0.333333333333,0.0
4259,GDS_ers2_15787,0.5,0.0,0.166666666667,0.333333333333,0.0
4260,GDS_ers2_15791,0.0,1.0,0.0,0.0,0.0
4261,GDS_ers2_15795,0.277777777778,0.277777777778,0.444444444444,0.0,0.0
4262,GDS_ers2_15798,0.0,1.0,0.0,0.0,0.0
4263,GDS_ers2_15799,0.5,0.166666666667,0.0,0.333333333333,0.0
4264,GDS_ers2_15800,0.0,0.0,0.0,1.0,0.0
4265,GDS_ers2_15804,0.0,0.0,0.0,0.0,1.0
4266,GDS_ers2_15806,0.166666666667,0.333333333333,0.166666666667,0.0,0.333333333333
4267,GDS_ers2_15808,0.333333333333,0.0,0.0,0.666666666667,0.0
4268,GDS_ers2_15811,0.111111111111,0.611111111111,0.277777777778,0.0,0.0
4269,GDS_ers2_15812,0.277777777778,0.111111111111,0.444444444444,0.166666666667,0.0
4270,GDS_ers2_15821,0.166666666667,0.5,0.333333333333,0.0,0.0
4271,GDS_ers2_15823,0.166666666667,0.833333333333,0.0,0.0,0.0
4272,GDS_ers2_15825,0.166666666667,0.833333333333,0.0,0.0,0.0
4273,GDS_ers2_15832,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4274,GDS_ers2_15834,0.0,0.666666666667,0.333333333333,0.0,0.0
4275,GDS_ers2_15835,0.166666666667,0.833333333333,0.0,0.0,0.0
4276,GDS_ers2_15837,0.111111111111,0.777777777778,0.111111111111,0.0,0.0
4277,GDS_ers2_15843,0.166666666667,0.166666666667,0.333333333333,0.333333333333,0.0
4278,GDS_ers2_15846,0.0,0.0,1.0,0.0,0.0
4279,GDS_ers2_15847,0.0,0.0,0.666666666667,0.0,0.333333333333
4280,GDS_ers2_15849,0.5,0.166666666667,0.0,0.333333333333,0.0
4281,GDS_ers2_15852,0.0,0.0,1.0,0.0,0.0
4282,GDS_ers2_15854,0.333333333333,0.0,0.0,0.666666666667,0.0
4283,GDS_ers2_15855,0.111111111111,0.777777777778,0.111111111111,0.0,0.0
4284,GDS_ers2_15856,0.166666666667,0.833333333333,0.0,0.0,0.0
4285,GDS_ers2_15859,0.166666666667,0.5,0.333333333333,0.0,0.0
4286,GDS_ers2_15860,0.0,0.0,0.0,0.0,1.0
4287,GDS_ers2_15863,0.0,1.0,0.0,0.0,0.0
4288,GDS_ers2_15867,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4289,GDS_ers2_15869,0.0,0.0,0.0,1.0,0.0
4290,GDS_ers2_15870,0.833333333333,0.166666666667,0.0,0.0,0.0
4291,GDS_ers2_15871,0.0,0.833333333333,0.166666666667,0.0,0.0
4292,GDS_ers2_15874,0.111111111111,0.111111111111,0.777777777778,0.0,0.0
4293,GDS_ers2_15875,0.166666666667,0.833333333333,0.0,0.0,0.0
4294,GDS_ers2_15876,0.166666666667,0.833333333333,0.0,0.0,0.0
4295,GDS_ers2_15879,0.333333333333,0.666666666667,0.0,0.0,0.0
4296,GDS_ers2_15880,0.166666666667,0.833333333333,0.0,0.0,0.0
4297,GDS_ers2_15881,0.5,0.5,0.0,0.0,0.0
4298,GDS_ers2_15882,0.333333333333,0.666666666667,0.0,0.0,0.0
4299,GDS_ers2_15883,0.111111111111,0.777777777778,0.111111111111,0.0,0.0
4300,GDS_ers2_15888,0.0,0.333333333333,0.666666666667,0.0,0.0
4301,GDS_ers2_15890,0.0,1.0,0.0,0.0,0.0
4302,GDS_ers2_15891,0.5,0.0,0.166666666667,0.333333333333,0.0
4303,GDS_ers2_15892,0.5,0.166666666667,0.0,0.333333333333,0.0
4304,GDS_ers2_15896,0.166666666667,0.833333333333,0.0,0.0,0.0
4305,GDS_ers2_15901,0.166666666667,0.833333333333,0.0,0.0,0.0
4306,GDS_ers2_15902,0.833333333333,0.166666666667,0.0,0.0,0.0
4307,GDS_ers2_15904,0.0,0.0,1.0,0.0,0.0
4308,GDS_ers2_15905,0.333333333333,0.166666666667,0.166666666667,0.333333333333,0.0
4309,GDS_ers2_15909,0.111111111111,0.111111111111,0.444444444444,0.0,0.333333333333
4310,GDS_ers2_15911,0.333333333333,0.666666666667,0.0,0.0,0.0
4311,GDS_ers2_15913,0.5,0.166666666667,0.333333333333,0.0,0.0
4312,GDS_ers2_15916,0.166666666667,0.833333333333,0.0,0.0,0.0
4313,GDS_ers2_15917,0.0,0.166666666667,0.5,0.333333333333,0.0
4314,GDS_ers2_15918,0.166666666667,0.166666666667,0.666666666667,0.0,0.0
4315,GDS_ers2_15919,0.277777777778,0.611111111111,0.111111111111,0.0,0.0
4316,GDS_ers2_15922,0.166666666667,0.833333333333,0.0,0.0,0.0
4317,GDS_ers2_15925,0.111111111111,0.444444444444,0.444444444444,0.0,0.0
4318,GDS_ers2_15928,0.666666666667,0.333333333333,0.0,0.0,0.0
4319,GDS_ers2_15933,0.166666666667,0.666666666667,0.166666666667,0.0,0.0
4320,GDS_ers2_15934,0.0,0.0,0.0,0.0,1.0
4321,GDS_ers2_15943,0.5,0.5,0.0,0.0,0.0
4322,GDS_ers2_15944,0.444444444444,0.111111111111,0.444444444444,0.0,0.0
4323,GDS_ers2_15945,0.277777777778,0.111111111111,0.444444444444,0.166666666667,0.0
4324,GDS_ers2_15955,0.166666666667,0.833333333333,0.0,0.0,0.0
4325,GDS_ers2_15957,0.277777777778,0.111111111111,0.444444444444,0.166666666667,0.0
4326,GDS_ers2_15962,0.333333333333,0.166666666667,0.333333333333,0.166666666667,0.0
4327,GDS_ers2_15963,0.0,0.0,0.0,1.0,0.0
4328,GDS_ers2_15964,0.0,0.833333333333,0.166666666667,0.0,0.0
4329,GDS_ers2_15972,0.0,1.0,0.0,0.0,0.0
4330,GDS_ers2_15973,0.166666666667,0.0,0.0,0.0,0.833333333333
4331,GDS_ers2_15976,0.111111111111,0.277777777778,0.0,0.611111111111,0.0
4332,GDS_ers2_15978,0.0,0.666666666667,0.0,0.0,0.333333333333
4333,GDS_ers2_15980,0.666666666667,0.333333333333,0.0,0.0,0.0
4334,GDS_ers2_15981,0.0,0.833333333333,0.166666666667,0.0,0.0
4335,GDS_ers2_15982,0.666666666667,0.333333333333,0.0,0.0,0.0
4336,GDS_ers2_15985,0.5,0.5,0.0,0.0,0.0
4337,GDS_ers2_15989,0.5,0.0,0.0,0.5,0.0
4338,GDS_ers2_15994,0.0,1.0,0.0,0.0,0.0
4339,GDS_ers2_15996,0.333333333333,0.5,0.166666666667,0.0,0.0
4340,GDS_ers2_15999,0.0,1.0,0.0,0.0,0.0
4341,GDS_ers2_16001,0.5,0.0,0.333333333333,0.166666666667,0.0
4342,GDS_ers2_16002,0.0,0.666666666667,0.333333333333,0.0,0.0
4343,GDS_ers2_16004,0.0,1.0,0.0,0.0,0.0
4344,GDS_ers2_16005,0.166666666667,0.0,0.166666666667,0.666666666667,0.0
4345,GDS_ers2_16006,0.0,1.0,0.0,0.0,0.0
4346,GDS_ers2_16017,0.0,0.166666666667,0.333333333333,0.166666666667,0.333333333333
4347,GDS_ers2_16021,0.0,1.0,0.0,0.0,0.0
4348,GDS_ers2_16029,0.0,0.5,0.5,0.0,0.0
4349,GDS_ers2_16033,0.0,0.0,1.0,0.0,0.0
4350,GDS_ers2_16034,0.777777777778,0.111111111111,0.0,0.111111111111,0.0
4351,GDS_ers2_16036,0.111111111111,0.0,0.0,0.111111111111,0.777777777778
4352,GDS_ers2_16038,0.0,1.0,0.0,0.0,0.0
4353,GDS_ers2_16041,0.0,1.0,0.0,0.0,0.0
4354,GDS_ers2_16042,0.611111111111,0.111111111111,0.0,0.277777777778,0.0
4355,GDS_ers2_16044,0.666666666667,0.166666666667,0.166666666667,0.0,0.0
4356,GDS_ers2_16045,0.666666666667,0.0,0.0,0.333333333333,0.0
4357,GDS_ers2_16046,0.0,1.0,0.0,0.0,0.0
4358,GDS_ers2_16047,0.166666666667,0.0,0.0,0.833333333333,0.0
4359,GDS_ers2_16049,0.0,0.833333333333,0.166666666667,0.0,0.0
4360,GDS_ers2_16050,0.0,1.0,0.0,0.0,0.0
4361,GDS_ers2_16052,0.333333333333,0.666666666667,0.0,0.0,0.0
4362,GDS_ers2_16053,0.0,0.5,0.5,0.0,0.0
4363,GDS_ers2_16054,0.5,0.5,0.0,0.0,0.0
4364,GDS_ers2_16056,1.0,0.0,0.0,0.0,0.0
4365,GDS_ers2_16057,0.666666666667,0.166666666667,0.0,0.166666666667,0.0
4366,GDS_ers2_16063,0.833333333333,0.0,0.0,0.166666666667,0.0
4367,GDS_ers2_16065,0.0,0.0,1.0,0.0,0.0
4368,GDS_ers2_16067,0.166666666667,0.0,0.666666666667,0.166666666667,0.0
4369,GDS_ers2_16071,0.5,0.0,0.0,0.5,0.0
4370,GDS_ers2_16075,0.666666666667,0.333333333333,0.0,0.0,0.0
4371,GDS_ers2_16078,0.0,0.5,0.0,0.166666666667,0.333333333333
4372,GDS_ers2_16079,0.0,1.0,0.0,0.0,0.0
4373,GDS_ers2_16082,0.666666666667,0.0,0.333333333333,0.0,0.0
4374,GDS_ers2_16086,0.0,0.166666666667,0.833333333333,0.0,0.0
4375,GDS_ers2_16087,0.0,0.833333333333,0.166666666667,0.0,0.0
4376,GDS_ers2_16089,0.0,0.333333333333,0.666666666667,0.0,0.0
4377,GDS_ers2_16091,0.166666666667,0.0,0.0,0.833333333333,0.0
4378,GDS_ers2_16092,0.833333333333,0.166666666667,0.0,0.0,0.0
4379,GDS_ers2_16097,0.0,1.0,0.0,0.0,0.0
4380,GDS_ers2_16099,0.0,1.0,0.0,0.0,0.0
4381,GDS_ers2_16100,0.0,1.0,0.0,0.0,0.0
4382,GDS_ers2_16101,0.0,0.166666666667,0.833333333333,0.0,0.0
4383,GDS_ers2_16103,0.666666666667,0.333333333333,0.0,0.0,0.0
4384,GDS_ers2_16105,1.0,0.0,0.0,0.0,0.0
4385,GDS_ers2_16109,0.5,0.333333333333,0.0,0.166666666667,0.0
4386,GDS_ers2_16116,0.166666666667,0.0,0.0,0.0,0.833333333333
4387,GDS_ers2_16121,0.0,1.0,0.0,0.0,0.0
4388,GDS_ers2_16123,0.5,0.5,0.0,0.0,0.0
4389,GDS_ers2_16124,0.833333333333,0.166666666667,0.0,0.0,0.0
4390,GDS_ers2_16127,0.333333333333,0.0,0.0,0.666666666667,0.0
4391,GDS_ers2_16128,0.0,1.0,0.0,0.0,0.0
4392,GDS_ers2_16129,0.666666666667,0.333333333333,0.0,0.0,0.0
4393,GDS_ers2_16132,0.333333333333,0.666666666667,0.0,0.0,0.0
4394,GDS_ers2_16133,0.166666666667,0.5,0.333333333333,0.0,0.0
4395,GDS_ers2_16135,0.166666666667,0.5,0.333333333333,0.0,0.0
4396,GDS_ers2_16138,0.166666666667,0.833333333333,0.0,0.0,0.0
4397,GDS_ers2_16139,0.5,0.166666666667,0.333333333333,0.0,0.0
4398,GDS_ers2_16141,0.166666666667,0.833333333333,0.0,0.0,0.0
4399,GDS_ers2_16152,0.0,0.833333333333,0.166666666667,0.0,0.0
4400,GDS_ers2_16154,0.333333333333,0.0,0.0,0.666666666667,0.0
4401,GDS_ers2_16155,0.166666666667,0.833333333333,0.0,0.0,0.0
4402,GDS_ers2_16156,0.5,0.5,0.0,0.0,0.0
4403,GDS_ers2_16158,0.0,1.0,0.0,0.0,0.0
4404,GDS_ers2_16159,0.0,1.0,0.0,0.0,0.0
4405,GDS_ers2_16160,0.333333333333,0.666666666667,0.0,0.0,0.0
4406,GDS_ers2_16161,0.0,1.0,0.0,0.0,0.0
4407,GDS_ers2_16162,1.0,0.0,0.0,0.0,0.0
4408,GDS_ers2_16163,0.0,1.0,0.0,0.0,0.0
4409,GDS_ers2_16164,0.333333333333,0.666666666667,0.0,0.0,0.0
4410,GDS_ers2_16165,0.0,0.833333333333,0.0,0.166666666667,0.0
4411,GDS_ers2_16169,0.333333333333,0.0,0.0,0.666666666667,0.0
4412,GDS_ers2_16171,0.0,1.0,0.0,0.0,0.0
4413,GDS_ers2_16173,0.666666666667,0.333333333333,0.0,0.0,0.0
4414,GDS_ers2_16177,0.5,0.333333333333,0.0,0.166666666667,0.0
4415,GDS_ers2_16184,0.333333333333,0.666666666667,0.0,0.0,0.0
4416,GDS_ers2_16185,0.0,1.0,0.0,0.0,0.0
4417,GDS_ers2_16186,0.333333333333,0.666666666667,0.0,0.0,0.0
4418,GDS_ers2_16188,0.166666666667,0.0,0.5,0.333333333333,0.0
4419,GDS_ers2_16191,0.333333333333,0.0,0.0,0.666666666667,0.0
4420,GDS_ers2_16193,0.833333333333,0.0,0.0,0.166666666667,0.0
4421,GDS_ers2_16194,0.5,0.0,0.0,0.5,0.0
4422,GDS_ers2_16198,0.166666666667,0.0,0.0,0.833333333333,0.0
4423,GDS_ers2_16203,0.166666666667,0.833333333333,0.0,0.0,0.0
4424,GDS_ers2_16204,0.0,0.333333333333,0.666666666667,0.0,0.0
4425,GDS_ers2_16208,0.333333333333,0.666666666667,0.0,0.0,0.0
4426,GDS_ers2_16209,0.5,0.166666666667,0.333333333333,0.0,0.0
4427,GDS_ers2_16212,0.333333333333,0.0,0.0,0.666666666667,0.0
4428,GDS_ers2_16214,0.0,0.666666666667,0.333333333333,0.0,0.0
4429,GDS_ers2_16215,1.0,0.0,0.0,0.0,0.0
4430,GDS_ers2_16216,0.333333333333,0.0,0.0,0.666666666667,0.0
4431,GDS_ers2_16217,0.333333333333,0.666666666667,0.0,0.0,0.0
4432,GDS_ers2_16219,0.333333333333,0.166666666667,0.5,0.0,0.0
4433,GDS_ers2_16221,0.5,0.166666666667,0.333333333333,0.0,0.0
4434,GDS_ers2_16222,0.0,0.833333333333,0.166666666667,0.0,0.0
4435,GDS_ers2_16224,0.0,1.0,0.0,0.0,0.0
4436,GDS_ers2_16227,0.166666666667,0.333333333333,0.5,0.0,0.0
4437,GDS_ers2_16228,0.0,1.0,0.0,0.0,0.0
4438,GDS_ers2_16230,0.333333333333,0.666666666667,0.0,0.0,0.0
4439,GDS_ers2_16235,0.0,1.0,0.0,0.0,0.0
4440,GDS_ers2_16237,0.0,0.166666666667,0.833333333333,0.0,0.0
4441,GDS_ers2_16239,0.0,1.0,0.0,0.0,0.0
4442,GDS_ers2_16240,0.666666666667,0.333333333333,0.0,0.0,0.0
4443,GDS_ers2_16245,0.166666666667,0.0,0.833333333333,0.0,0.0
4444,GDS_ers2_16254,0.333333333333,0.666666666667,0.0,0.0,0.0
4445,GDS_ers2_16256,0.0,0.166666666667,0.0,0.0,0.833333333333
4446,GDS_ers2_16258,0.0,1.0,0.0,0.0,0.0
4447,GDS_ers2_16261,0.166666666667,0.0,0.166666666667,0.0,0.666666666667
4448,GDS_ers2_16265,0.0,1.0,0.0,0.0,0.0
4449,GDS_ers2_16266,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
4450,GDS_ers2_16273,0.0,0.333333333333,0.666666666667,0.0,0.0
4451,GDS_ers2_16274,0.166666666667,0.0,0.0,0.833333333333,0.0
4452,GDS_ers2_16275,0.666666666667,0.333333333333,0.0,0.0,0.0
4453,GDS_ers2_16278,0.5,0.333333333333,0.0,0.166666666667,0.0
4454,GDS_ers2_16281,0.5,0.333333333333,0.0,0.166666666667,0.0
4455,GDS_ers2_16283,0.166666666667,0.0,0.0,0.833333333333,0.0
4456,GDS_ers2_16284,0.0,0.833333333333,0.166666666667,0.0,0.0
4457,GDS_ers2_16286,0.166666666667,0.333333333333,0.333333333333,0.166666666667,0.0
4458,GDS_ers2_16288,0.0,1.0,0.0,0.0,0.0
4459,GDS_ers2_16289,0.333333333333,0.666666666667,0.0,0.0,0.0
4460,GDS_ers2_16293,0.0,1.0,0.0,0.0,0.0
4461,GDS_ers2_16296,0.0,1.0,0.0,0.0,0.0
4462,GDS_ers2_16297,0.166666666667,0.0,0.0,0.833333333333,0.0
4463,GDS_ers2_16301,0.666666666667,0.333333333333,0.0,0.0,0.0
4464,GDS_ers2_16302,0.833333333333,0.166666666667,0.0,0.0,0.0
4465,GDS_ers2_16303,0.0,1.0,0.0,0.0,0.0
4466,GDS_ers2_16304,0.5,0.5,0.0,0.0,0.0
4467,GDS_ers2_16305,0.0,1.0,0.0,0.0,0.0
4468,GDS_ers2_16307,0.0,1.0,0.0,0.0,0.0
4469,GDS_ers2_16308,0.0,1.0,0.0,0.0,0.0
4470,GDS_ers2_16310,0.166666666667,0.0,0.0,0.0,0.833333333333
4471,GDS_ers2_16312,0.0,1.0,0.0,0.0,0.0
4472,GDS_ers2_16313,0.666666666667,0.166666666667,0.166666666667,0.0,0.0
4473,GDS_ers2_16317,0.333333333333,0.666666666667,0.0,0.0,0.0
4474,GDS_ers2_16318,0.0,0.666666666667,0.166666666667,0.166666666667,0.0
4475,GDS_ers2_16320,0.0,0.0,1.0,0.0,0.0
4476,GDS_ers2_16321,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
4477,GDS_ers2_16326,0.666666666667,0.0,0.0,0.333333333333,0.0
4478,GDS_ers2_16330,0.666666666667,0.333333333333,0.0,0.0,0.0
4479,GDS_ers2_16332,0.0,1.0,0.0,0.0,0.0
4480,GDS_ers2_16333,0.333333333333,0.666666666667,0.0,0.0,0.0
4481,GDS_ers2_16334,0.166666666667,0.666666666667,0.166666666667,0.0,0.0
4482,GDS_ers2_16336,0.666666666667,0.0,0.0,0.333333333333,0.0
4483,GDS_ers2_16340,0.5,0.166666666667,0.0,0.333333333333,0.0
4484,GDS_ers2_16344,0.0,0.833333333333,0.166666666667,0.0,0.0
4485,GDS_ers2_16348,0.166666666667,0.0,0.0,0.833333333333,0.0
4486,GDS_ers2_16349,0.333333333333,0.666666666667,0.0,0.0,0.0
4487,GDS_ers2_16351,0.666666666667,0.333333333333,0.0,0.0,0.0
4488,GDS_ers2_16360,0.166666666667,0.0,0.333333333333,0.5,0.0
4489,GDS_ers2_16361,0.0,0.333333333333,0.666666666667,0.0,0.0
4490,GDS_ers2_16363,0.0,1.0,0.0,0.0,0.0
4491,GDS_ers2_16364,0.166666666667,0.833333333333,0.0,0.0,0.0
4492,GDS_ers2_16368,0.666666666667,0.333333333333,0.0,0.0,0.0
4493,GDS_ers2_16369,0.166666666667,0.0,0.0,0.833333333333,0.0
4494,GDS_ers2_16373,0.0,0.666666666667,0.333333333333,0.0,0.0
4495,GDS_ers2_16374,0.0,1.0,0.0,0.0,0.0
4496,GDS_ers2_16375,0.0,1.0,0.0,0.0,0.0
4497,GDS_ers2_16378,0.0,0.833333333333,0.166666666667,0.0,0.0
4498,GDS_ers2_16381,0.0,1.0,0.0,0.0,0.0
4499,GDS_ers2_16387,0.0,0.833333333333,0.0,0.166666666667,0.0
4500,GDS_ers2_16389,0.666666666667,0.333333333333,0.0,0.0,0.0
4501,GDS_ers2_16397,0.5,0.333333333333,0.0,0.166666666667,0.0
4502,GDS_ers2_16398,0.0,1.0,0.0,0.0,0.0
4503,GDS_ers2_16400,0.0,1.0,0.0,0.0,0.0
4504,GDS_ers2_16401,0.833333333333,0.0,0.0,0.166666666667,0.0
4505,GDS_ers2_16405,0.0,1.0,0.0,0.0,0.0
4506,GDS_ers2_16406,0.166666666667,0.833333333333,0.0,0.0,0.0
4507,GDS_ers2_16407,0.0,0.833333333333,0.166666666667,0.0,0.0
4508,GDS_ers2_16409,0.0,1.0,0.0,0.0,0.0
4509,GDS_ers2_16411,0.833333333333,0.166666666667,0.0,0.0,0.0
4510,GDS_ers2_16413,0.0,1.0,0.0,0.0,0.0
4511,GDS_ers2_16414,0.0,1.0,0.0,0.0,0.0
4512,GDS_ers2_16416,0.0,0.833333333333,0.0,0.166666666667,0.0
4513,GDS_ers2_16420,1.0,0.0,0.0,0.0,0.0
4514,GDS_ers2_16425,0.0,1.0,0.0,0.0,0.0
4515,GDS_ers2_16427,0.0,1.0,0.0,0.0,0.0
4516,GDS_ers2_16428,0.333333333333,0.5,0.166666666667,0.0,0.0
4517,GDS_ers2_16430,0.833333333333,0.166666666667,0.0,0.0,0.0
4518,GDS_ers2_16432,0.0,0.333333333333,0.666666666667,0.0,0.0
4519,GDS_ers2_16433,0.0,1.0,0.0,0.0,0.0
4520,GDS_ers2_16434,0.0,0.833333333333,0.166666666667,0.0,0.0
4521,GDS_ers2_16438,0.777777777778,0.111111111111,0.0,0.111111111111,0.0
4522,GDS_ers2_16440,0.111111111111,0.444444444444,0.333333333333,0.0,0.111111111111
4523,GDS_ers2_16441,0.0,0.666666666667,0.333333333333,0.0,0.0
4524,GDS_ers2_16444,0.0,1.0,0.0,0.0,0.0
4525,GDS_ers2_16445,0.333333333333,0.0,0.666666666667,0.0,0.0
4526,GDS_ers2_16450,0.166666666667,0.333333333333,0.333333333333,0.166666666667,0.0
4527,GDS_ers2_16452,0.0,1.0,0.0,0.0,0.0
4528,GDS_ers2_16453,0.0,1.0,0.0,0.0,0.0
4529,GDS_ers2_16455,0.0,0.166666666667,0.833333333333,0.0,0.0
4530,GDS_ers2_16456,0.0,0.333333333333,0.666666666667,0.0,0.0
4531,GDS_ers2_16457,0.166666666667,0.833333333333,0.0,0.0,0.0
4532,GDS_ers2_16462,0.833333333333,0.0,0.0,0.166666666667,0.0
4533,GDS_ers2_16464,0.0,0.666666666667,0.333333333333,0.0,0.0
4534,GDS_ers2_16466,0.166666666667,0.333333333333,0.166666666667,0.333333333333,0.0
4535,GDS_ers2_16470,0.0,0.666666666667,0.0,0.0,0.333333333333
4536,GDS_ers2_16475,1.0,0.0,0.0,0.0,0.0
4537,GDS_ers2_16482,0.0,0.666666666667,0.0,0.0,0.333333333333
4538,GDS_ers2_16486,0.0,0.333333333333,0.333333333333,0.0,0.333333333333
4539,GDS_ers2_16487,0.0,1.0,0.0,0.0,0.0
4540,GDS_ers2_16494,0.0,0.666666666667,0.333333333333,0.0,0.0
4541,GDS_ers2_16495,0.333333333333,0.666666666667,0.0,0.0,0.0
4542,GDS_ers2_16496,0.0,0.666666666667,0.333333333333,0.0,0.0
4543,GDS_ers2_16498,0.0,0.5,0.5,0.0,0.0
4544,GDS_ers2_16502,0.166666666667,0.333333333333,0.5,0.0,0.0
4545,GDS_ers2_16505,0.666666666667,0.333333333333,0.0,0.0,0.0
4546,GDS_ers2_16511,0.0,0.666666666667,0.333333333333,0.0,0.0
4547,GDS_ers2_16512,0.0,0.333333333333,0.0,0.0,0.666666666667
4548,GDS_ers2_16513,0.0,1.0,0.0,0.0,0.0
4549,GDS_ers2_16517,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
4550,GDS_ers2_16520,0.166666666667,0.833333333333,0.0,0.0,0.0
4551,GDS_ers2_16521,0.666666666667,0.0,0.0,0.333333333333,0.0
4552,GDS_ers2_16522,0.666666666667,0.333333333333,0.0,0.0,0.0
4553,GDS_ers2_16528,0.5,0.5,0.0,0.0,0.0
4554,GDS_ers2_16530,0.0,0.333333333333,0.666666666667,0.0,0.0
4555,GDS_ers2_16531,0.0,0.666666666667,0.333333333333,0.0,0.0
4556,GDS_ers2_16532,0.0,0.666666666667,0.333333333333,0.0,0.0
4557,GDS_ers2_16541,0.666666666667,0.0,0.0,0.333333333333,0.0
4558,GDS_ers2_16543,0.166666666667,0.833333333333,0.0,0.0,0.0
4559,GDS_ers2_16546,0.0,0.666666666667,0.166666666667,0.0,0.166666666667
4560,GDS_ers2_16547,0.0,0.333333333333,0.666666666667,0.0,0.0
4561,GDS_ers2_16554,0.0,1.0,0.0,0.0,0.0
4562,GDS_ers2_16557,0.833333333333,0.166666666667,0.0,0.0,0.0
4563,GDS_ers2_16559,0.0,0.166666666667,0.833333333333,0.0,0.0
